id;file_name;lv_title;en_title;lv_link;en_link
46;000046.txt;Argentīnas sieviešu basketbola izlase;Argentina women's national basketball team;https://lv.wikipedia.org/wiki/Argent%C4%ABnas_sievie%C5%A1u_basketbola_izlase;https://en.wikipedia.org/wiki/Argentina_women%27s_national_basketball_team
47;000047.txt;Baltkrievijas sieviešu basketbola izlase;Belarus women's national basketball team;https://lv.wikipedia.org/wiki/Baltkrievijas_sievie%C5%A1u_basketbola_izlase;https://en.wikipedia.org/wiki/Belarus_women%27s_national_basketball_team
48;000048.txt;Jāzeps Vītols;Jāzeps Vītols;https://lv.wikipedia.org/wiki/J%C4%81zeps_V%C4%ABtols;https://en.wikipedia.org/wiki/J%C4%81zeps_V%C4%ABtols
49;000049.txt;Cukurfabrika (stacija);Cukurfabrika Station;https://lv.wikipedia.org/wiki/Cukurfabrika_(stacija);https://en.wikipedia.org/wiki/Cukurfabrika_Station
50;000050.txt;Dzelzceļa līnija Jelgava—Liepāja;Jelgava–Liepāja Railway;https://lv.wikipedia.org/wiki/Dzelzce%C4%BCa_l%C4%ABnija_Jelgava%E2%80%94Liep%C4%81ja;https://en.wikipedia.org/wiki/Jelgava%E2%80%93Liep%C4%81ja_Railway
51;000051.txt;Austrālijas sieviešu basketbola izlase;Australia women's national basketball team;https://lv.wikipedia.org/wiki/Austr%C4%81lijas_sievie%C5%A1u_basketbola_izlase;https://en.wikipedia.org/wiki/Australia_women%27s_national_basketball_team
52;000052.txt;Beļģijas sieviešu basketbola izlase;Belgium women's national basketball team;https://lv.wikipedia.org/wiki/Be%C4%BC%C4%A3ijas_sievie%C5%A1u_basketbola_izlase;https://en.wikipedia.org/wiki/Belgium_women%27s_national_basketball_team
53;000053.txt;Tīraine (stacija);Tīraine Station;https://lv.wikipedia.org/wiki/T%C4%ABraine_(stacija);https://en.wikipedia.org/wiki/T%C4%ABraine_Station
54;000054.txt;Kukluksklans;Ku Klux Klan;https://lv.wikipedia.org/wiki/Kukluksklans;https://en.wikipedia.org/wiki/Ku_Klux_Klan
55;000055.txt;Gamma stari;Gamma ray;https://lv.wikipedia.org/wiki/Gamma_stari;https://en.wikipedia.org/wiki/Gamma_ray
56;000056.txt;Olaine (stacija);Olaine Station;https://lv.wikipedia.org/wiki/Olaine_(stacija);https://en.wikipedia.org/wiki/Olaine_Station
57;000057.txt;Liepāja (stacija);Liepāja Station;https://lv.wikipedia.org/wiki/Liep%C4%81ja_(stacija);https://en.wikipedia.org/wiki/Liep%C4%81ja_Station
58;000058.txt;Brocēni (stacija);Brocēni Station;https://lv.wikipedia.org/wiki/Broc%C4%93ni_(stacija);https://en.wikipedia.org/wiki/Broc%C4%93ni_Station
59;000059.txt;Lutēcijs;Lutetium;https://lv.wikipedia.org/wiki/Lut%C4%93cijs;https://en.wikipedia.org/wiki/Lutetium
60;000060.txt;Saldus (stacija);Saldus Station;https://lv.wikipedia.org/wiki/Saldus_(stacija);https://en.wikipedia.org/wiki/Saldus_Station
61;000061.txt;1939.—1940. gada Latvijas futbola Virslīgas sezona;1939–40 Latvian Higher League;https://lv.wikipedia.org/wiki/1939.%E2%80%941940._gada_Latvijas_futbola_Virsl%C4%ABgas_sezona;https://en.wikipedia.org/wiki/1939%E2%80%9340_Latvian_Higher_League
62;000062.txt;2009. gada Zelta bumba;2009 Ballon d'Or;https://lv.wikipedia.org/wiki/2009._gada_Zelta_bumba;https://en.wikipedia.org/wiki/2009_Ballon_d%27Or
63;000063.txt;Lasāmatmiņa;Read-only memory;https://lv.wikipedia.org/wiki/Las%C4%81matmi%C5%86a;https://en.wikipedia.org/wiki/Read-only_memory
64;000064.txt;Turība (stacija);Turība Station;https://lv.wikipedia.org/wiki/Tur%C4%ABba_(stacija);https://en.wikipedia.org/wiki/Tur%C4%ABba_Station
65;000065.txt;Dzelzceļa līnija Liepāja—Ventspils;Liepāja–Ventspils Railway;https://lv.wikipedia.org/wiki/Dzelzce%C4%BCa_l%C4%ABnija_Liep%C4%81ja%E2%80%94Ventspils;https://en.wikipedia.org/wiki/Liep%C4%81ja%E2%80%93Ventspils_Railway
66;000066.txt;Niue;Niue;https://lv.wikipedia.org/wiki/Niue;https://en.wikipedia.org/wiki/Niue
67;000067.txt;Konstantīns Feoktistovs;Konstantin Feoktistov;https://lv.wikipedia.org/wiki/Konstant%C4%ABns_Feoktistovs;https://en.wikipedia.org/wiki/Konstantin_Feoktistov
68;000068.txt;Francis II Hābsburgs;Francis II, Holy Roman Emperor;https://lv.wikipedia.org/wiki/Francis_II_H%C4%81bsburgs;https://en.wikipedia.org/wiki/Francis_II,_Holy_Roman_Emperor
69;000069.txt;Ferdinands I Hābsburgs (Austrijas imperators);Ferdinand I of Austria;https://lv.wikipedia.org/wiki/Ferdinands_I_H%C4%81bsburgs_(Austrijas_imperators);https://en.wikipedia.org/wiki/Ferdinand_I_of_Austria
70;000070.txt;Jaunā strāva;New Current;https://lv.wikipedia.org/wiki/Jaun%C4%81_str%C4%81va;https://en.wikipedia.org/wiki/New_Current
71;000071.txt;Zevs;Zeus;https://lv.wikipedia.org/wiki/Zevs;https://en.wikipedia.org/wiki/Zeus
72;000072.txt;Oļegs Karavajevs;Oļegs Karavajevs;https://lv.wikipedia.org/wiki/O%C4%BCegs_Karavajevs;https://en.wikipedia.org/wiki/O%C4%BCegs_Karavajevs
73;000073.txt;Edvards Hīts;Edward Heath;https://lv.wikipedia.org/wiki/Edvards_H%C4%ABts;https://en.wikipedia.org/wiki/Edward_Heath
74;000074.txt;Rakstpratība;Literacy;https://lv.wikipedia.org/wiki/Rakstprat%C4%ABba;https://en.wikipedia.org/wiki/Literacy
75;000075.txt;Nikolajs Rērihs;Nicholas Roerich;https://lv.wikipedia.org/wiki/Nikolajs_R%C4%93rihs;https://en.wikipedia.org/wiki/Nicholas_Roerich
76;000076.txt;Deivids Milibends;David Miliband;https://lv.wikipedia.org/wiki/Deivids_Milibends;https://en.wikipedia.org/wiki/David_Miliband
77;000077.txt;Lietuvas Republikas Seims;Seimas;https://lv.wikipedia.org/wiki/Lietuvas_Republikas_Seims;https://en.wikipedia.org/wiki/Seimas
78;000078.txt;Afrodīte;Aphrodite;https://lv.wikipedia.org/wiki/Afrod%C4%ABte;https://en.wikipedia.org/wiki/Aphrodite
79;000079.txt;Amazones lamantīns;Amazonian manatee;https://lv.wikipedia.org/wiki/Amazones_lamant%C4%ABns;https://en.wikipedia.org/wiki/Amazonian_manatee
80;000080.txt;Tore;Tore Station;https://lv.wikipedia.org/wiki/Tore;https://en.wikipedia.org/wiki/Tore_Station
81;000081.txt;Tadaiķi (stacija);Tadaiķi Station;https://lv.wikipedia.org/wiki/Tadai%C4%B7i_(stacija);https://en.wikipedia.org/wiki/Tadai%C4%B7i_Station
82;000082.txt;Durbe (stacija);Durbe Station;https://lv.wikipedia.org/wiki/Durbe_(stacija);https://en.wikipedia.org/wiki/Durbe_Station
83;000083.txt;Aīds;Hades;https://lv.wikipedia.org/wiki/A%C4%ABds;https://en.wikipedia.org/wiki/Hades
84;000084.txt;Deivids Kemerons;David Cameron;https://lv.wikipedia.org/wiki/Deivids_Kemerons;https://en.wikipedia.org/wiki/David_Cameron
85;000085.txt;Boriss Džonsons;Boris Johnson;https://lv.wikipedia.org/wiki/Boriss_D%C5%BEonsons;https://en.wikipedia.org/wiki/Boris_Johnson
86;000086.txt;Pīters Benensons;Peter Benenson;https://lv.wikipedia.org/wiki/P%C4%ABters_Benensons;https://en.wikipedia.org/wiki/Peter_Benenson
87;000087.txt;Augstkalnes pagasts;Augstkalne Parish;https://lv.wikipedia.org/wiki/Augstkalnes_pagasts;https://en.wikipedia.org/wiki/Augstkalne_Parish
88;000088.txt;Poļu—zviedru kari;List of wars between Poland and Sweden;https://lv.wikipedia.org/wiki/Po%C4%BCu%E2%80%94zviedru_kari;https://en.wikipedia.org/wiki/List_of_wars_between_Poland_and_Sweden
89;000089.txt;Ziemeļu kari;Northern Wars;https://lv.wikipedia.org/wiki/Zieme%C4%BCu_kari;https://en.wikipedia.org/wiki/Northern_Wars
90;000090.txt;Borneo seskāpsis;Bornean ferret badger;https://lv.wikipedia.org/wiki/Borneo_sesk%C4%81psis;https://en.wikipedia.org/wiki/Bornean_ferret_badger
91;000091.txt;Marina Karpuņina;Marina Karpunina;https://lv.wikipedia.org/wiki/Marina_Karpu%C5%86ina;https://en.wikipedia.org/wiki/Marina_Karpunina
92;000092.txt;Jegors Ļetovs;Yegor Letov;https://lv.wikipedia.org/wiki/Jegors_%C4%BBetovs;https://en.wikipedia.org/wiki/Yegor_Letov
93;000093.txt;Eduards Ļimonovs;Eduard Limonov;https://lv.wikipedia.org/wiki/Eduards_%C4%BBimonovs;https://en.wikipedia.org/wiki/Eduard_Limonov
94;000094.txt;Delfīni;Dolphin;https://lv.wikipedia.org/wiki/Delf%C4%ABni;https://en.wikipedia.org/wiki/Dolphin
95;000095.txt;Sanpaulu;São Paulo;https://lv.wikipedia.org/wiki/Sanpaulu;https://en.wikipedia.org/wiki/S%C3%A3o_Paulo
96;000096.txt;Komēta;Comet;https://lv.wikipedia.org/wiki/Kom%C4%93ta;https://en.wikipedia.org/wiki/Comet
97;000097.txt;Āfrikas lamantīns;African manatee;https://lv.wikipedia.org/wiki/%C4%80frikas_lamant%C4%ABns;https://en.wikipedia.org/wiki/African_manatee
98;000098.txt;Pāvels Popovičs;Pavel Popovich;https://lv.wikipedia.org/wiki/P%C4%81vels_Popovi%C4%8Ds;https://en.wikipedia.org/wiki/Pavel_Popovich
99;000099.txt;Datorvīruss;Computer virus;https://lv.wikipedia.org/wiki/Datorv%C4%ABruss;https://en.wikipedia.org/wiki/Computer_virus
100;000100.txt;Klaipēdas apgabals;Klaipėda Region;https://lv.wikipedia.org/wiki/Klaip%C4%93das_apgabals;https://en.wikipedia.org/wiki/Klaip%C4%97da_Region
101;000101.txt;IUPAC nomenklatūra;IUPAC nomenclature of chemistry;https://lv.wikipedia.org/wiki/IUPAC_nomenklat%C5%ABra;https://en.wikipedia.org/wiki/IUPAC_nomenclature_of_chemistry
102;000102.txt;Tērvetes pagasts;Tērvete Parish;https://lv.wikipedia.org/wiki/T%C4%93rvetes_pagasts;https://en.wikipedia.org/wiki/T%C4%93rvete_Parish
103;000103.txt;Otrais Ziemeļu karš;Second Northern War;https://lv.wikipedia.org/wiki/Otrais_Zieme%C4%BCu_kar%C5%A1;https://en.wikipedia.org/wiki/Second_Northern_War
104;000104.txt;Kosmonautika;Astronautics;https://lv.wikipedia.org/wiki/Kosmonautika;https://en.wikipedia.org/wiki/Astronautics
105;000105.txt;Deivs Gāns;Dave Gahan;https://lv.wikipedia.org/wiki/Deivs_G%C4%81ns;https://en.wikipedia.org/wiki/Dave_Gahan
106;000106.txt;Konrāds Dannenbergs;Konrad Dannenberg;https://lv.wikipedia.org/wiki/Konr%C4%81ds_Dannenbergs;https://en.wikipedia.org/wiki/Konrad_Dannenberg
107;000107.txt;Mārtins Gors;Martin Gore;https://lv.wikipedia.org/wiki/M%C4%81rtins_Gors;https://en.wikipedia.org/wiki/Martin_Gore
108;000108.txt;1978. gada Eiropas čempionāts basketbolā sievietēm;EuroBasket Women 1978;https://lv.wikipedia.org/wiki/1978._gada_Eiropas_%C4%8Dempion%C4%81ts_basketbol%C4%81_sieviet%C4%93m;https://en.wikipedia.org/wiki/EuroBasket_Women_1978
109;000109.txt;1976. gada Eiropas čempionāts basketbolā sievietēm;EuroBasket Women 1976;https://lv.wikipedia.org/wiki/1976._gada_Eiropas_%C4%8Dempion%C4%81ts_basketbol%C4%81_sieviet%C4%93m;https://en.wikipedia.org/wiki/EuroBasket_Women_1976
110;000110.txt;Dannenbergs;Dannenberg;https://lv.wikipedia.org/wiki/Dannenbergs;https://en.wikipedia.org/wiki/Dannenberg
111;000111.txt;Enon;Enon (band);https://lv.wikipedia.org/wiki/Enon;https://en.wikipedia.org/wiki/Enon_(band)
112;000112.txt;Kosmiskais aparāts;Spacecraft;https://lv.wikipedia.org/wiki/Kosmiskais_apar%C4%81ts;https://en.wikipedia.org/wiki/Spacecraft
113;000113.txt;Endrū Flečers;Andy Fletcher (musician);https://lv.wikipedia.org/wiki/Endr%C5%AB_Fle%C4%8Ders;https://en.wikipedia.org/wiki/Andy_Fletcher_(musician)
114;000114.txt;Parisa Hiltone;Paris Hilton;https://lv.wikipedia.org/wiki/Parisa_Hiltone;https://en.wikipedia.org/wiki/Paris_Hilton
115;000115.txt;Mango;Mango;https://lv.wikipedia.org/wiki/Mango;https://en.wikipedia.org/wiki/Mango
116;000116.txt;Aizputes pagasts;Aizpute Parish;https://lv.wikipedia.org/wiki/Aizputes_pagasts;https://en.wikipedia.org/wiki/Aizpute_Parish
117;000117.txt;Kosmoplāns;Spaceplane;https://lv.wikipedia.org/wiki/Kosmopl%C4%81ns;https://en.wikipedia.org/wiki/Spaceplane
118;000118.txt;Haloo Helsinki!;Haloo Helsinki!;https://lv.wikipedia.org/wiki/Haloo_Helsinki!;https://en.wikipedia.org/wiki/Haloo_Helsinki!
119;000119.txt;Orbitālā stacija;Space station;https://lv.wikipedia.org/wiki/Orbit%C4%81l%C4%81_stacija;https://en.wikipedia.org/wiki/Space_station
120;000120.txt;Haloo Helsinki! (albums);Haloo Helsinki! (album);https://lv.wikipedia.org/wiki/Haloo_Helsinki!_(albums);https://en.wikipedia.org/wiki/Haloo_Helsinki!_(album)
121;000121.txt;Enemmän kuin elää;Enemmän kuin elää;https://lv.wikipedia.org/wiki/Enemm%C3%A4n_kuin_el%C3%A4%C3%A4;https://en.wikipedia.org/wiki/Enemm%C3%A4n_kuin_el%C3%A4%C3%A4
122;000122.txt;Tīruma kosa;Equisetum arvense;https://lv.wikipedia.org/wiki/T%C4%ABruma_kosa;https://en.wikipedia.org/wiki/Equisetum_arvense
123;000123.txt;Tuxedomoon;Tuxedomoon;https://lv.wikipedia.org/wiki/Tuxedomoon;https://en.wikipedia.org/wiki/Tuxedomoon
124;000124.txt;Kesha;Kesha;https://lv.wikipedia.org/wiki/Kesha;https://en.wikipedia.org/wiki/Kesha
125;000125.txt;Starpplanētu zonde;Space probe;https://lv.wikipedia.org/wiki/Starpplan%C4%93tu_zonde;https://en.wikipedia.org/wiki/Space_probe
126;000126.txt;Kubas sieviešu basketbola izlase;Cuba women's national basketball team;https://lv.wikipedia.org/wiki/Kubas_sievie%C5%A1u_basketbola_izlase;https://en.wikipedia.org/wiki/Cuba_women%27s_national_basketball_team
127;000127.txt;Korejas sieviešu basketbola izlase;South Korea women's national basketball team;https://lv.wikipedia.org/wiki/Korejas_sievie%C5%A1u_basketbola_izlase;https://en.wikipedia.org/wiki/South_Korea_women%27s_national_basketball_team
128;000128.txt;Angolas sieviešu basketbola izlase;Angola women's national basketball team;https://lv.wikipedia.org/wiki/Angolas_sievie%C5%A1u_basketbola_izlase;https://en.wikipedia.org/wiki/Angola_women%27s_national_basketball_team
129;000129.txt;Nesējraķete;Launch vehicle;https://lv.wikipedia.org/wiki/Nes%C4%93jra%C4%B7ete;https://en.wikipedia.org/wiki/Launch_vehicle
130;000130.txt;Ķīnas sieviešu basketbola izlase;China women's national basketball team;https://lv.wikipedia.org/wiki/%C4%B6%C4%ABnas_sievie%C5%A1u_basketbola_izlase;https://en.wikipedia.org/wiki/China_women%27s_national_basketball_team
131;000131.txt;Kanādas sieviešu basketbola izlase;Canada women's national basketball team;https://lv.wikipedia.org/wiki/Kan%C4%81das_sievie%C5%A1u_basketbola_izlase;https://en.wikipedia.org/wiki/Canada_women%27s_national_basketball_team
132;000132.txt;Brazīlijas sieviešu basketbola izlase;Brazil women's national basketball team;https://lv.wikipedia.org/wiki/Braz%C4%ABlijas_sievie%C5%A1u_basketbola_izlase;https://en.wikipedia.org/wiki/Brazil_women%27s_national_basketball_team
133;000133.txt;ASV sieviešu basketbola izlase;United States women's national basketball team;https://lv.wikipedia.org/wiki/ASV_sievie%C5%A1u_basketbola_izlase;https://en.wikipedia.org/wiki/United_States_women%27s_national_basketball_team
134;000134.txt;Plastmasas;Plastic;https://lv.wikipedia.org/wiki/Plastmasas;https://en.wikipedia.org/wiki/Plastic
135;000135.txt;Hattrick;Hattrick (video game);https://lv.wikipedia.org/wiki/Hattrick;https://en.wikipedia.org/wiki/Hattrick_(video_game)
136;000136.txt;Rec.Sport.Soccer Statistics Foundation;RSSSF;https://lv.wikipedia.org/wiki/Rec.Sport.Soccer_Statistics_Foundation;https://en.wikipedia.org/wiki/RSSSF
137;000137.txt;Masāža;Massage;https://lv.wikipedia.org/wiki/Mas%C4%81%C5%BEa;https://en.wikipedia.org/wiki/Massage
138;000138.txt;Vadims Demidovs;Vadim Demidov;https://lv.wikipedia.org/wiki/Vadims_Demidovs;https://en.wikipedia.org/wiki/Vadim_Demidov
139;000139.txt;Kokgriešana;Wood carving;https://lv.wikipedia.org/wiki/Kokgrie%C5%A1ana;https://en.wikipedia.org/wiki/Wood_carving
140;000140.txt;Alfons Jēgers;Alfons Jēgers;https://lv.wikipedia.org/wiki/Alfons_J%C4%93gers;https://en.wikipedia.org/wiki/Alfons_J%C4%93gers
141;000141.txt;Heliocentrisms;Heliocentrism;https://lv.wikipedia.org/wiki/Heliocentrisms;https://en.wikipedia.org/wiki/Heliocentrism
142;000142.txt;Cīravas pagasts;Cīrava Parish;https://lv.wikipedia.org/wiki/C%C4%ABravas_pagasts;https://en.wikipedia.org/wiki/C%C4%ABrava_Parish
143;000143.txt;Jelgavas pamiers;Truce of Mitawa;https://lv.wikipedia.org/wiki/Jelgavas_pamiers;https://en.wikipedia.org/wiki/Truce_of_Mitawa
