id;file_name;lv_title;en_title;lv_link;en_link
15;000015.txt;Folkloristika;Folklore studies;https://lv.wikipedia.org/wiki/Folkloristika;https://en.wikipedia.org/wiki/Folklore_studies
16;000016.txt;Folklora;Folklore;https://lv.wikipedia.org/wiki/Folklora;https://en.wikipedia.org/wiki/Folklore
17;000017.txt;Filozofija;Philosophy;https://lv.wikipedia.org/wiki/Filozofija;https://en.wikipedia.org/wiki/Philosophy
18;000018.txt;Faktoru analīze;Factor analysis;https://lv.wikipedia.org/wiki/Faktoru_anal%C4%ABze;https://en.wikipedia.org/wiki/Factor_analysis
19;000019.txt;Ģeoloģija;Geology;https://lv.wikipedia.org/wiki/%C4%A2eolo%C4%A3ija;https://en.wikipedia.org/wiki/Geology
20;000020.txt;Ģeogrāfija;Geography;https://lv.wikipedia.org/wiki/%C4%A2eogr%C4%81fija;https://en.wikipedia.org/wiki/Geography
21;000021.txt;Ģitāra;Guitar;https://lv.wikipedia.org/wiki/%C4%A2it%C4%81ra;https://en.wikipedia.org/wiki/Guitar
22;000022.txt;Gamma;Scale (music);https://lv.wikipedia.org/wiki/Gamma;https://en.wikipedia.org/wiki/Scale_(music)
23;000023.txt;Sākumlapa;Main Page;https://lv.wikipedia.org/wiki/S%C4%81kumlapa;https://en.wikipedia.org/wiki/Main_Page
24;000024.txt;Heraldika;Heraldry;https://lv.wikipedia.org/wiki/Heraldika;https://en.wikipedia.org/wiki/Heraldry
25;000025.txt;Hromatiskā gamma;Chromatic scale;https://lv.wikipedia.org/wiki/Hromatisk%C4%81_gamma;https://en.wikipedia.org/wiki/Chromatic_scale
26;000026.txt;Informātika;Informatics;https://lv.wikipedia.org/wiki/Inform%C4%81tika;https://en.wikipedia.org/wiki/Informatics
27;000027.txt;Indija;India;https://lv.wikipedia.org/wiki/Indija;https://en.wikipedia.org/wiki/India
28;000028.txt;Ķīmija;Chemistry;https://lv.wikipedia.org/wiki/%C4%B6%C4%ABmija;https://en.wikipedia.org/wiki/Chemistry
29;000029.txt;Kokle;Kokle;https://lv.wikipedia.org/wiki/Kokle;https://en.wikipedia.org/wiki/Kokle
30;000030.txt;Korelācija;Correlation;https://lv.wikipedia.org/wiki/Korel%C4%81cija;https://en.wikipedia.org/wiki/Correlation
31;000031.txt;Lingvistiskās relativitātes teorija;Linguistic relativity;https://lv.wikipedia.org/wiki/Lingvistisk%C4%81s_relativit%C4%81tes_teorija;https://en.wikipedia.org/wiki/Linguistic_relativity
32;000032.txt;Loģika;Logic;https://lv.wikipedia.org/wiki/Lo%C4%A3ika;https://en.wikipedia.org/wiki/Logic
33;000033.txt;Literatūra;Literature;https://lv.wikipedia.org/wiki/Literat%C5%ABra;https://en.wikipedia.org/wiki/Literature
34;000034.txt;Lerijs Ādlers;Larry Adler;https://lv.wikipedia.org/wiki/Lerijs_%C4%80dlers;https://en.wikipedia.org/wiki/Larry_Adler
35;000035.txt;Latviešu mitoloģija;Latvian mythology;https://lv.wikipedia.org/wiki/Latvie%C5%A1u_mitolo%C4%A3ija;https://en.wikipedia.org/wiki/Latvian_mythology
36;000036.txt;Mūzika;Music;https://lv.wikipedia.org/wiki/M%C5%ABzika;https://en.wikipedia.org/wiki/Music
37;000037.txt;Matemātika;Mathematics;https://lv.wikipedia.org/wiki/Matem%C4%81tika;https://en.wikipedia.org/wiki/Mathematics
38;000038.txt;Meteoroloģija;Meteorology;https://lv.wikipedia.org/wiki/Meteorolo%C4%A3ija;https://en.wikipedia.org/wiki/Meteorology
39;000039.txt;Mūzikas instruments;Musical instrument;https://lv.wikipedia.org/wiki/M%C5%ABzikas_instruments;https://en.wikipedia.org/wiki/Musical_instrument
40;000040.txt;Medicīna;Medicine;https://lv.wikipedia.org/wiki/Medic%C4%ABna;https://en.wikipedia.org/wiki/Medicine
41;000041.txt;Manna-Vitneja U kritērijs;Mann–Whitney U test;https://lv.wikipedia.org/wiki/Manna-Vitneja_U_krit%C4%93rijs;https://en.wikipedia.org/wiki/Mann%E2%80%93Whitney_U_test
42;000042.txt;Mutes harmonikas;Harmonica;https://lv.wikipedia.org/wiki/Mutes_harmonikas;https://en.wikipedia.org/wiki/Harmonica
43;000043.txt;Mažors;Major mode;https://lv.wikipedia.org/wiki/Ma%C5%BEors;https://en.wikipedia.org/wiki/Major_mode
44;000044.txt;Minors;Minor mode;https://lv.wikipedia.org/wiki/Minors;https://en.wikipedia.org/wiki/Minor_mode
45;000045.txt;Intervāls (mūzika);Interval (music);https://lv.wikipedia.org/wiki/Interv%C4%81ls_(m%C5%ABzika);https://en.wikipedia.org/wiki/Interval_(music)
46;000046.txt;Neparametriskā statistika;Nonparametric statistics;https://lv.wikipedia.org/wiki/Neparametrisk%C4%81_statistika;https://en.wikipedia.org/wiki/Nonparametric_statistics
47;000047.txt;Numismātika;Numismatics;https://lv.wikipedia.org/wiki/Numism%C4%81tika;https://en.wikipedia.org/wiki/Numismatics
48;000048.txt;Psiholingvistika;Psycholinguistics;https://lv.wikipedia.org/wiki/Psiholingvistika;https://en.wikipedia.org/wiki/Psycholinguistics
49;000049.txt;Pedagoģija;Pedagogy;https://lv.wikipedia.org/wiki/Pedago%C4%A3ija;https://en.wikipedia.org/wiki/Pedagogy
50;000050.txt;Politoloģija;Political science;https://lv.wikipedia.org/wiki/Politolo%C4%A3ija;https://en.wikipedia.org/wiki/Political_science
51;000051.txt;Rakstu valoda;Written language;https://lv.wikipedia.org/wiki/Rakstu_valoda;https://en.wikipedia.org/wiki/Written_language
52;000052.txt;Rūnu raksts;Runes;https://lv.wikipedia.org/wiki/R%C5%ABnu_raksts;https://en.wikipedia.org/wiki/Runes
53;000053.txt;Statistika;Statistics;https://lv.wikipedia.org/wiki/Statistika;https://en.wikipedia.org/wiki/Statistics
54;000054.txt;Semiotika;Semiotics;https://lv.wikipedia.org/wiki/Semiotika;https://en.wikipedia.org/wiki/Semiotics
55;000055.txt;Stabule;Stabule;https://lv.wikipedia.org/wiki/Stabule;https://en.wikipedia.org/wiki/Stabule
56;000056.txt;Sports;Sport;https://lv.wikipedia.org/wiki/Sports;https://en.wikipedia.org/wiki/Sport
57;000057.txt;Spīrmena rangu korelācijas koeficients;Spearman's rank correlation coefficient;https://lv.wikipedia.org/wiki/Sp%C4%ABrmena_rangu_korel%C4%81cijas_koeficients;https://en.wikipedia.org/wiki/Spearman%27s_rank_correlation_coefficient
58;000058.txt;Standartnovirze;Standard deviation;https://lv.wikipedia.org/wiki/Standartnovirze;https://en.wikipedia.org/wiki/Standard_deviation
59;000059.txt;Skaņkārta;Mode (music);https://lv.wikipedia.org/wiki/Ska%C5%86k%C4%81rta;https://en.wikipedia.org/wiki/Mode_(music)
60;000060.txt;Starptautiskās tiesības;International law;https://lv.wikipedia.org/wiki/Starptautisk%C4%81s_ties%C4%ABbas;https://en.wikipedia.org/wiki/International_law
61;000061.txt;Transformatīvās gramatikas teorija;Transformational grammar;https://lv.wikipedia.org/wiki/Transformat%C4%ABv%C4%81s_gramatikas_teorija;https://en.wikipedia.org/wiki/Transformational_grammar
62;000062.txt;Terapija;Therapy;https://lv.wikipedia.org/wiki/Terapija;https://en.wikipedia.org/wiki/Therapy
63;000063.txt;Tiesību zinātne;Jurisprudence;https://lv.wikipedia.org/wiki/Ties%C4%ABbu_zin%C4%81tne;https://en.wikipedia.org/wiki/Jurisprudence
64;000064.txt;Tehnika;Technique (method);https://lv.wikipedia.org/wiki/Tehnika;https://en.wikipedia.org/wiki/Technique_(method)
65;000065.txt;Tūrisms;Tourism;https://lv.wikipedia.org/wiki/T%C5%ABrisms;https://en.wikipedia.org/wiki/Tourism
66;000066.txt;T tests;Student's t-test;https://lv.wikipedia.org/wiki/T_tests;https://en.wikipedia.org/wiki/Student%27s_t-test
67;000067.txt;Tonalitāte;Tonality;https://lv.wikipedia.org/wiki/Tonalit%C4%81te;https://en.wikipedia.org/wiki/Tonality
68;000068.txt;Valodniecība;Linguistics;https://lv.wikipedia.org/wiki/Valodniec%C4%ABba;https://en.wikipedia.org/wiki/Linguistics
69;000069.txt;Valstu uzskaitījumi;Lists of sovereign states and dependent territories;https://lv.wikipedia.org/wiki/Valstu_uzskait%C4%ABjumi;https://en.wikipedia.org/wiki/Lists_of_sovereign_states_and_dependent_territories
70;000070.txt;Varbūtību teorija;Probability theory;https://lv.wikipedia.org/wiki/Varb%C5%ABt%C4%ABbu_teorija;https://en.wikipedia.org/wiki/Probability_theory
71;000071.txt;Alberts Einšteins;Albert Einstein;https://lv.wikipedia.org/wiki/Alberts_Ein%C5%A1teins;https://en.wikipedia.org/wiki/Albert_Einstein
72;000072.txt;Verners Heizenbergs;Werner Heisenberg;https://lv.wikipedia.org/wiki/Verners_Heizenbergs;https://en.wikipedia.org/wiki/Werner_Heisenberg
73;000073.txt;Galileo Galilejs;Galileo Galilei;https://lv.wikipedia.org/wiki/Galileo_Galilejs;https://en.wikipedia.org/wiki/Galileo_Galilei
74;000074.txt;Nilss Bors;Niels Bohr;https://lv.wikipedia.org/wiki/Nilss_Bors;https://en.wikipedia.org/wiki/Niels_Bohr
75;000075.txt;Bora atoma uzbūves modelis;Bohr model;https://lv.wikipedia.org/wiki/Bora_atoma_uzb%C5%ABves_modelis;https://en.wikipedia.org/wiki/Bohr_model
76;000076.txt;Makss Planks;Max Planck;https://lv.wikipedia.org/wiki/Makss_Planks;https://en.wikipedia.org/wiki/Max_Planck
77;000077.txt;Planka konstante;Planck constant;https://lv.wikipedia.org/wiki/Planka_konstante;https://en.wikipedia.org/wiki/Planck_constant
78;000078.txt;Futbols;Association football;https://lv.wikipedia.org/wiki/Futbols;https://en.wikipedia.org/wiki/Association_football
79;000079.txt;Deivids Hjūms;David Hume;https://lv.wikipedia.org/wiki/Deivids_Hj%C5%ABms;https://en.wikipedia.org/wiki/David_Hume
80;000080.txt;Džordžs Bērklijs;George Berkeley;https://lv.wikipedia.org/wiki/D%C5%BEord%C5%BEs_B%C4%93rklijs;https://en.wikipedia.org/wiki/George_Berkeley
81;000081.txt;Latvija;Latvia;https://lv.wikipedia.org/wiki/Latvija;https://en.wikipedia.org/wiki/Latvia
82;000082.txt;Ekoloģiskā niša;Ecological niche;https://lv.wikipedia.org/wiki/Ekolo%C4%A3isk%C4%81_ni%C5%A1a;https://en.wikipedia.org/wiki/Ecological_niche
83;000083.txt;Ekosistēma;Ecosystem;https://lv.wikipedia.org/wiki/Ekosist%C4%93ma;https://en.wikipedia.org/wiki/Ecosystem
84;000084.txt;Ekoloģija;Ecology;https://lv.wikipedia.org/wiki/Ekolo%C4%A3ija;https://en.wikipedia.org/wiki/Ecology
85;000085.txt;Bioloģija;Biology;https://lv.wikipedia.org/wiki/Biolo%C4%A3ija;https://en.wikipedia.org/wiki/Biology
86;000086.txt;Antropoloģija;Anthropology;https://lv.wikipedia.org/wiki/Antropolo%C4%A3ija;https://en.wikipedia.org/wiki/Anthropology
87;000087.txt;Bioķīmija;Biochemistry;https://lv.wikipedia.org/wiki/Bio%C4%B7%C4%ABmija;https://en.wikipedia.org/wiki/Biochemistry
88;000088.txt;Etnogrāfija;Ethnography;https://lv.wikipedia.org/wiki/Etnogr%C4%81fija;https://en.wikipedia.org/wiki/Ethnography
89;000089.txt;Mitoloģija;Mythology;https://lv.wikipedia.org/wiki/Mitolo%C4%A3ija;https://en.wikipedia.org/wiki/Mythology
90;000090.txt;Psiholoģija;Psychology;https://lv.wikipedia.org/wiki/Psiholo%C4%A3ija;https://en.wikipedia.org/wiki/Psychology
91;000091.txt;Socioloģija;Sociology;https://lv.wikipedia.org/wiki/Sociolo%C4%A3ija;https://en.wikipedia.org/wiki/Sociology
92;000092.txt;Vēsture;History;https://lv.wikipedia.org/wiki/V%C4%93sture;https://en.wikipedia.org/wiki/History
93;000093.txt;Lipīdi;Lipid;https://lv.wikipedia.org/wiki/Lip%C4%ABdi;https://en.wikipedia.org/wiki/Lipid
94;000094.txt;Olbaltumvielas;Protein;https://lv.wikipedia.org/wiki/Olbaltumvielas;https://en.wikipedia.org/wiki/Protein
95;000095.txt;Ogļhidrāti;Carbohydrate;https://lv.wikipedia.org/wiki/Og%C4%BChidr%C4%81ti;https://en.wikipedia.org/wiki/Carbohydrate
96;000096.txt;Nukleīnskābes;Nucleic acid;https://lv.wikipedia.org/wiki/Nukle%C4%ABnsk%C4%81bes;https://en.wikipedia.org/wiki/Nucleic_acid
97;000097.txt;Dezoksiribonukleīnskābe;DNA;https://lv.wikipedia.org/wiki/Dezoksiribonukle%C4%ABnsk%C4%81be;https://en.wikipedia.org/wiki/DNA
98;000098.txt;Ribonukleīnskābe;RNA;https://lv.wikipedia.org/wiki/Ribonukle%C4%ABnsk%C4%81be;https://en.wikipedia.org/wiki/RNA
99;000099.txt;Matērija;Matter;https://lv.wikipedia.org/wiki/Mat%C4%93rija;https://en.wikipedia.org/wiki/Matter
100;000100.txt;Personālais dators;Personal computer;https://lv.wikipedia.org/wiki/Person%C4%81lais_dators;https://en.wikipedia.org/wiki/Personal_computer
101;000101.txt;IBM PC;IBM Personal Computer;https://lv.wikipedia.org/wiki/IBM_PC;https://en.wikipedia.org/wiki/IBM_Personal_Computer
102;000102.txt;Enerģija;Energy;https://lv.wikipedia.org/wiki/Ener%C4%A3ija;https://en.wikipedia.org/wiki/Energy
103;000103.txt;Termodinamika;Thermodynamics;https://lv.wikipedia.org/wiki/Termodinamika;https://en.wikipedia.org/wiki/Thermodynamics
104;000104.txt;Īzaks Ņūtons;Isaac Newton;https://lv.wikipedia.org/wiki/%C4%AAzaks_%C5%85%C5%ABtons;https://en.wikipedia.org/wiki/Isaac_Newton
105;000105.txt;Gravitācija;Gravity;https://lv.wikipedia.org/wiki/Gravit%C4%81cija;https://en.wikipedia.org/wiki/Gravity
106;000106.txt;Masa;Mass;https://lv.wikipedia.org/wiki/Masa;https://en.wikipedia.org/wiki/Mass
107;000107.txt;Fundamentālā mijiedarbība;Fundamental interaction;https://lv.wikipedia.org/wiki/Fundament%C4%81l%C4%81_mijiedarb%C4%ABba;https://en.wikipedia.org/wiki/Fundamental_interaction
108;000108.txt;Bors (nozīmju atdalīšana);Bors (disambiguation);https://lv.wikipedia.org/wiki/Bors_(noz%C4%ABmju_atdal%C4%AB%C5%A1ana);https://en.wikipedia.org/wiki/Bors_(disambiguation)
109;000109.txt;Heliocentrisms;Heliocentrism;https://lv.wikipedia.org/wiki/Heliocentrisms;https://en.wikipedia.org/wiki/Heliocentrism
110;000110.txt;Entropija;Entropy;https://lv.wikipedia.org/wiki/Entropija;https://en.wikipedia.org/wiki/Entropy
111;000111.txt;Stīvens Hokings;Stephen Hawking;https://lv.wikipedia.org/wiki/St%C4%ABvens_Hokings;https://en.wikipedia.org/wiki/Stephen_Hawking
112;000112.txt;Serveris;Server (computing);https://lv.wikipedia.org/wiki/Serveris;https://en.wikipedia.org/wiki/Server_(computing)
113;000113.txt;Elementārdaļiņa;Elementary particle;https://lv.wikipedia.org/wiki/Element%C4%81rda%C4%BCi%C5%86a;https://en.wikipedia.org/wiki/Elementary_particle
114;000114.txt;Vikipēdija:Administratori;Wikipedia:Administrators;https://lv.wikipedia.org/wiki/Vikip%C4%93dija:Administratori;https://en.wikipedia.org/wiki/Wikipedia:Administrators
115;000115.txt;Vikipēdija:Birokrāti;Wikipedia:Bureaucrats;https://lv.wikipedia.org/wiki/Vikip%C4%93dija:Birokr%C4%81ti;https://en.wikipedia.org/wiki/Wikipedia:Bureaucrats
116;000116.txt;Hjūms;Hume (surname);https://lv.wikipedia.org/wiki/Hj%C5%ABms;https://en.wikipedia.org/wiki/Hume_(surname)
117;000117.txt;Melnais caurums;Black hole;https://lv.wikipedia.org/wiki/Melnais_caurums;https://en.wikipedia.org/wiki/Black_hole
118;000118.txt;Visums;Universe;https://lv.wikipedia.org/wiki/Visums;https://en.wikipedia.org/wiki/Universe
119;000119.txt;Fotons;Photon;https://lv.wikipedia.org/wiki/Fotons;https://en.wikipedia.org/wiki/Photon
120;000120.txt;Relativitātes teorija;Theory of relativity;https://lv.wikipedia.org/wiki/Relativit%C4%81tes_teorija;https://en.wikipedia.org/wiki/Theory_of_relativity
121;000121.txt;Nesējdaļiņas;Gauge boson;https://lv.wikipedia.org/wiki/Nes%C4%93jda%C4%BCi%C5%86as;https://en.wikipedia.org/wiki/Gauge_boson
122;000122.txt;Hermanis Hese;Hermann Hesse;https://lv.wikipedia.org/wiki/Hermanis_Hese;https://en.wikipedia.org/wiki/Hermann_Hesse
123;000123.txt;Džons Loks;John Locke;https://lv.wikipedia.org/wiki/D%C5%BEons_Loks;https://en.wikipedia.org/wiki/John_Locke
124;000124.txt;Francs Kafka;Franz Kafka;https://lv.wikipedia.org/wiki/Francs_Kafka;https://en.wikipedia.org/wiki/Franz_Kafka
125;000125.txt;Optika;Optics;https://lv.wikipedia.org/wiki/Optika;https://en.wikipedia.org/wiki/Optics
126;000126.txt;Kvantu dators;Quantum computer;https://lv.wikipedia.org/wiki/Kvantu_dators;https://en.wikipedia.org/wiki/Quantum_computer
127;000127.txt;Rīga;Riga;https://lv.wikipedia.org/wiki/R%C4%ABga;https://en.wikipedia.org/wiki/Riga
128;000128.txt;Baltijas valstis;Baltic states;https://lv.wikipedia.org/wiki/Baltijas_valstis;https://en.wikipedia.org/wiki/Baltic_states
129;000129.txt;Dievs, svētī Latviju;Dievs, svētī Latviju!;https://lv.wikipedia.org/wiki/Dievs,_sv%C4%93t%C4%AB_Latviju;https://en.wikipedia.org/wiki/Dievs,_sv%C4%93t%C4%AB_Latviju!
130;000130.txt;Vaira Vīķe-Freiberga;Vaira Vīķe-Freiberga;https://lv.wikipedia.org/wiki/Vaira_V%C4%AB%C4%B7e-Freiberga;https://en.wikipedia.org/wiki/Vaira_V%C4%AB%C4%B7e-Freiberga
131;000131.txt;Padomju Savienība;Soviet Union;https://lv.wikipedia.org/wiki/Padomju_Savien%C4%ABba;https://en.wikipedia.org/wiki/Soviet_Union
132;000132.txt;Saule;Sun;https://lv.wikipedia.org/wiki/Saule;https://en.wikipedia.org/wiki/Sun
133;000133.txt;Aizvēsture;Prehistory;https://lv.wikipedia.org/wiki/Aizv%C4%93sture;https://en.wikipedia.org/wiki/Prehistory
134;000134.txt;Viduslaiki;Middle Ages;https://lv.wikipedia.org/wiki/Viduslaiki;https://en.wikipedia.org/wiki/Middle_Ages
135;000135.txt;Jaunie laiki;Early modern period;https://lv.wikipedia.org/wiki/Jaunie_laiki;https://en.wikipedia.org/wiki/Early_modern_period
136;000136.txt;Hokejs;Ice hockey;https://lv.wikipedia.org/wiki/Hokejs;https://en.wikipedia.org/wiki/Ice_hockey
137;000137.txt;Basketbols;Basketball;https://lv.wikipedia.org/wiki/Basketbols;https://en.wikipedia.org/wiki/Basketball
138;000138.txt;Gustavs Celmiņš;Gustavs Celmiņš;https://lv.wikipedia.org/wiki/Gustavs_Celmi%C5%86%C5%A1;https://en.wikipedia.org/wiki/Gustavs_Celmi%C5%86%C5%A1
139;000139.txt;Lāčplēša Kara ordenis;Order of Lāčplēsis;https://lv.wikipedia.org/wiki/L%C4%81%C4%8Dpl%C4%93%C5%A1a_Kara_ordenis;https://en.wikipedia.org/wiki/Order_of_L%C4%81%C4%8Dpl%C4%93sis
140;000140.txt;Afganistāna;Afghanistan;https://lv.wikipedia.org/wiki/Afganist%C4%81na;https://en.wikipedia.org/wiki/Afghanistan
141;000141.txt;Albānija;Albania;https://lv.wikipedia.org/wiki/Alb%C4%81nija;https://en.wikipedia.org/wiki/Albania
142;000142.txt;Krusta kari;Crusades;https://lv.wikipedia.org/wiki/Krusta_kari;https://en.wikipedia.org/wiki/Crusades
143;000143.txt;Kurzemes un Zemgales hercogiste;Duchy of Courland and Semigallia;https://lv.wikipedia.org/wiki/Kurzemes_un_Zemgales_hercogiste;https://en.wikipedia.org/wiki/Duchy_of_Courland_and_Semigallia
144;000144.txt;Eiropas čempionāts futbolā;UEFA European Championship;https://lv.wikipedia.org/wiki/Eiropas_%C4%8Dempion%C4%81ts_futbol%C4%81;https://en.wikipedia.org/wiki/UEFA_European_Championship
145;000145.txt;UEFA;UEFA;https://lv.wikipedia.org/wiki/UEFA;https://en.wikipedia.org/wiki/UEFA
146;000146.txt;FIFA;FIFA;https://lv.wikipedia.org/wiki/FIFA;https://en.wikipedia.org/wiki/FIFA
147;000147.txt;FIFA Pasaules kauss;FIFA World Cup;https://lv.wikipedia.org/wiki/FIFA_Pasaules_kauss;https://en.wikipedia.org/wiki/FIFA_World_Cup
148;000148.txt;Kategorija:Politika;Category:Politics;https://lv.wikipedia.org/wiki/Kategorija:Politika;https://en.wikipedia.org/wiki/Category:Politics
149;000149.txt;Dzelzs;Iron;https://lv.wikipedia.org/wiki/Dzelzs;https://en.wikipedia.org/wiki/Iron
150;000150.txt;Futbola klubu uzskaitījums;Lists of association football clubs;https://lv.wikipedia.org/wiki/Futbola_klubu_uzskait%C4%ABjums;https://en.wikipedia.org/wiki/Lists_of_association_football_clubs
151;000151.txt;Atoms;Atom;https://lv.wikipedia.org/wiki/Atoms;https://en.wikipedia.org/wiki/Atom
152;000152.txt;Ledus;Ice;https://lv.wikipedia.org/wiki/Ledus;https://en.wikipedia.org/wiki/Ice
153;000153.txt;Datorika;Computing;https://lv.wikipedia.org/wiki/Datorika;https://en.wikipedia.org/wiki/Computing
154;000154.txt;Zooloģija;Zoology;https://lv.wikipedia.org/wiki/Zoolo%C4%A3ija;https://en.wikipedia.org/wiki/Zoology
155;000155.txt;Dzīvnieki;Animal;https://lv.wikipedia.org/wiki/Dz%C4%ABvnieki;https://en.wikipedia.org/wiki/Animal
156;000156.txt;Lāču dzimta;Bear;https://lv.wikipedia.org/wiki/L%C4%81%C4%8Du_dzimta;https://en.wikipedia.org/wiki/Bear
157;000157.txt;Kaķis;Cat;https://lv.wikipedia.org/wiki/Ka%C4%B7is;https://en.wikipedia.org/wiki/Cat
158;000158.txt;Kilograms;Kilogram;https://lv.wikipedia.org/wiki/Kilograms;https://en.wikipedia.org/wiki/Kilogram
159;000159.txt;Suns;Dog;https://lv.wikipedia.org/wiki/Suns;https://en.wikipedia.org/wiki/Dog
160;000160.txt;Skudru dzimta;Ant;https://lv.wikipedia.org/wiki/Skudru_dzimta;https://en.wikipedia.org/wiki/Ant
161;000161.txt;Milimetrs;Millimetre;https://lv.wikipedia.org/wiki/Milimetrs;https://en.wikipedia.org/wiki/Millimetre
162;000162.txt;Ziloņu dzimta;Elephantidae;https://lv.wikipedia.org/wiki/Zilo%C5%86u_dzimta;https://en.wikipedia.org/wiki/Elephantidae
163;000163.txt;Peles;Mus (genus);https://lv.wikipedia.org/wiki/Peles;https://en.wikipedia.org/wiki/Mus_(genus)
164;000164.txt;Zebras;Zebra;https://lv.wikipedia.org/wiki/Zebras;https://en.wikipedia.org/wiki/Zebra
165;000165.txt;Cilvēks;Human;https://lv.wikipedia.org/wiki/Cilv%C4%93ks;https://en.wikipedia.org/wiki/Human
166;000166.txt;Āfrika;Africa;https://lv.wikipedia.org/wiki/%C4%80frika;https://en.wikipedia.org/wiki/Africa
167;000167.txt;Inerce;Inertia;https://lv.wikipedia.org/wiki/Inerce;https://en.wikipedia.org/wiki/Inertia
168;000168.txt;Indulis Emsis;Indulis Emsis;https://lv.wikipedia.org/wiki/Indulis_Emsis;https://en.wikipedia.org/wiki/Indulis_Emsis
169;000169.txt;NATO;NATO;https://lv.wikipedia.org/wiki/NATO;https://en.wikipedia.org/wiki/NATO
170;000170.txt;Klusais okeāns;Pacific Ocean;https://lv.wikipedia.org/wiki/Klusais_oke%C4%81ns;https://en.wikipedia.org/wiki/Pacific_Ocean
171;000171.txt;Eiropa;Europe;https://lv.wikipedia.org/wiki/Eiropa;https://en.wikipedia.org/wiki/Europe
172;000172.txt;Otrais pasaules karš;World War II;https://lv.wikipedia.org/wiki/Otrais_pasaules_kar%C5%A1;https://en.wikipedia.org/wiki/World_War_II
173;000173.txt;Manhetenas projekts;Manhattan Project;https://lv.wikipedia.org/wiki/Manhetenas_projekts;https://en.wikipedia.org/wiki/Manhattan_Project
174;000174.txt;Datorzinātne;Computer science;https://lv.wikipedia.org/wiki/Datorzin%C4%81tne;https://en.wikipedia.org/wiki/Computer_science
175;000175.txt;Mikrobioloģija;Microbiology;https://lv.wikipedia.org/wiki/Mikrobiolo%C4%A3ija;https://en.wikipedia.org/wiki/Microbiology
176;000176.txt;Mikroorganismi;Microorganism;https://lv.wikipedia.org/wiki/Mikroorganismi;https://en.wikipedia.org/wiki/Microorganism
177;000177.txt;Baktērijas;Bacteria;https://lv.wikipedia.org/wiki/Bakt%C4%93rijas;https://en.wikipedia.org/wiki/Bacteria
178;000178.txt;Organisms;Organism;https://lv.wikipedia.org/wiki/Organisms;https://en.wikipedia.org/wiki/Organism
179;000179.txt;Prokarioti;Prokaryote;https://lv.wikipedia.org/wiki/Prokarioti;https://en.wikipedia.org/wiki/Prokaryote
180;000180.txt;Eikarioti;Eukaryote;https://lv.wikipedia.org/wiki/Eikarioti;https://en.wikipedia.org/wiki/Eukaryote
181;000181.txt;Zeme;Earth;https://lv.wikipedia.org/wiki/Zeme;https://en.wikipedia.org/wiki/Earth
182;000182.txt;Mēness;Moon;https://lv.wikipedia.org/wiki/M%C4%93ness;https://en.wikipedia.org/wiki/Moon
183;000183.txt;Ģeocentrisms;Geocentric model;https://lv.wikipedia.org/wiki/%C4%A2eocentrisms;https://en.wikipedia.org/wiki/Geocentric_model
